img_path,id,img_no,label
178860_10.png,178860,10,4.0
178860_11.png,178860,11,4.0
178860_12.png,178860,12,4.0
178860_13.png,178860,13,0.0
178860_14.png,178860,14,0.0
178860_15.png,178860,15,0.0
178860_16.png,178860,16,0.0
178860_17.png,178860,17,1.0
178860_18.png,178860,18,1.0
178860_19.png,178860,19,3.0
178860_20.png,178860,20,6.0
178860_21.png,178860,21,6.0
178860_22.png,178860,22,1.0
237465_0.png,237465,0,4.0
237465_1.png,237465,1,1.0
237465_2.png,237465,2,4.0
237465_3.png,237465,3,1.0
237465_4.png,237465,4,1.0
237465_5.png,237465,5,0.0
237465_6.png,237465,6,0.0
237465_7.png,237465,7,6.0
245893_0.png,245893,0,1.0
245893_1.png,245893,1,1.0
245893_2.png,245893,2,4.0
245893_3.png,245893,3,6.0
245893_4.png,245893,4,4.0
245893_5.png,245893,5,2.0
245893_6.png,245893,6,5.0
245893_7.png,245893,7,0.0
245903_0.png,245903,0,1.0
245903_1.png,245903,1,1.0
245903_2.png,245903,2,4.0
245903_3.png,245903,3,2.0
245903_4.png,245903,4,1.0
245903_5.png,245903,5,6.0
245903_6.png,245903,6,3.0
245903_7.png,245903,7,1.0
245903_8.png,245903,8,0.0
245903_9.png,245903,9,6.0
292757_0.png,292757,0,6.0
292757_1.png,292757,1,6.0
292757_2.png,292757,2,3.0
292757_3.png,292757,3,6.0
292757_4.png,292757,4,1.0
292757_5.png,292757,5,3.0
292757_6.png,292757,6,0.0
292757_7.png,292757,7,1.0
292757_8.png,292757,8,3.0
292757_9.png,292757,9,1.0
292757_10.png,292757,10,1.0
292757_11.png,292757,11,3.0
292757_12.png,292757,12,1.0
292757_13.png,292757,13,1.0
292757_14.png,292757,14,1.0
292757_15.png,292757,15,4.0
292757_16.png,292757,16,4.0
292757_17.png,292757,17,4.0
292757_18.png,292757,18,5.0
292757_19.png,292757,19,5.0
292757_20.png,292757,20,5.0
292757_21.png,292757,21,6.0
292757_22.png,292757,22,1.0
292757_23.png,292757,23,1.0
292757_24.png,292757,24,6.0
292757_25.png,292757,25,6.0
292757_26.png,292757,26,6.0
292757_27.png,292757,27,6.0
292757_28.png,292757,28,6.0
292757_29.png,292757,29,6.0
292757_30.png,292757,30,3.0
292757_31.png,292757,31,3.0
292757_32.png,292757,32,6.0
302554_0.png,302554,0,1.0
302554_1.png,302554,1,1.0
302554_2.png,302554,2,1.0
302554_3.png,302554,3,5.0
302554_4.png,302554,4,5.0
302554_5.png,302554,5,4.0
302554_6.png,302554,6,4.0
302554_7.png,302554,7,4.0
302554_8.png,302554,8,4.0
302554_9.png,302554,9,2.0
302554_10.png,302554,10,0.0
302554_11.png,302554,11,0.0
302554_12.png,302554,12,6.0
302554_13.png,302554,13,3.0
302554_14.png,302554,14,6.0
302554_15.png,302554,15,6.0
302554_16.png,302554,16,6.0
302554_17.png,302554,17,6.0
302554_18.png,302554,18,6.0
302554_19.png,302554,19,6.0
302554_20.png,302554,20,6.0
302634_0.png,302634,0,1.0
302634_1.png,302634,1,1.0
302634_2.png,302634,2,2.0
302634_3.png,302634,3,4.0
302634_4.png,302634,4,6.0
302634_5.png,302634,5,2.0
302634_6.png,302634,6,3.0
302634_7.png,302634,7,0.0
302634_8.png,302634,8,6.0
302634_9.png,302634,9,4.0
302634_10.png,302634,10,0.0
302634_11.png,302634,11,0.0
302634_12.png,302634,12,4.0
302634_13.png,302634,13,6.0
302634_14.png,302634,14,6.0
302634_15.png,302634,15,6.0
302634_16.png,302634,16,6.0
315698_0.png,315698,0,1.0
315698_1.png,315698,1,6.0
315698_2.png,315698,2,5.0
315698_3.png,315698,3,5.0
315698_4.png,315698,4,6.0
315698_5.png,315698,5,1.0
315698_6.png,315698,6,0.0
315698_7.png,315698,7,1.0
315698_8.png,315698,8,6.0
315698_9.png,315698,9,6.0
315698_10.png,315698,10,6.0
315698_11.png,315698,11,1.0
315698_12.png,315698,12,6.0
315698_13.png,315698,13,6.0
315698_14.png,315698,14,6.0
315698_15.png,315698,15,6.0
374792_0.png,374792,0,1.0
374792_1.png,374792,1,1.0
374792_2.png,374792,2,1.0
374792_3.png,374792,3,4.0
374792_4.png,374792,4,1.0
374792_5.png,374792,5,1.0
374792_6.png,374792,6,2.0
374792_7.png,374792,7,5.0
374792_8.png,374792,8,5.0
374792_9.png,374792,9,5.0
374792_10.png,374792,10,1.0
374792_11.png,374792,11,1.0
374792_12.png,374792,12,6.0
374792_13.png,374792,13,0.0
374792_14.png,374792,14,6.0
386860_0.png,386860,0,3.0
386860_1.png,386860,1,4.0
386860_2.png,386860,2,5.0
386860_3.png,386860,3,2.0
386860_4.png,386860,4,3.0
386860_5.png,386860,5,5.0
386860_6.png,386860,6,1.0
386860_7.png,386860,7,1.0
386860_8.png,386860,8,1.0
386860_9.png,386860,9,1.0
386860_10.png,386860,10,1.0
386860_11.png,386860,11,0.0
386860_12.png,386860,12,3.0
386860_13.png,386860,13,0.0
386860_14.png,386860,14,0.0
386860_15.png,386860,15,0.0
386860_16.png,386860,16,3.0
386860_17.png,386860,17,3.0
386860_18.png,386860,18,4.0
386860_19.png,386860,19,6.0
386860_20.png,386860,20,5.0
386860_21.png,386860,21,1.0
386860_22.png,386860,22,6.0
386860_23.png,386860,23,6.0
386860_24.png,386860,24,1.0
386860_25.png,386860,25,4.0
393631_0.png,393631,0,0.0
393631_1.png,393631,1,4.0
393631_2.png,393631,2,5.0
393631_3.png,393631,3,2.0
393631_4.png,393631,4,6.0
393631_5.png,393631,5,1.0
393631_6.png,393631,6,1.0
393631_7.png,393631,7,1.0
393631_8.png,393631,8,1.0
393631_9.png,393631,9,1.0
393631_10.png,393631,10,1.0
393631_11.png,393631,11,6.0
393631_12.png,393631,12,1.0
393631_13.png,393631,13,3.0
393631_14.png,393631,14,0.0
393631_15.png,393631,15,0.0
393631_16.png,393631,16,0.0
393631_17.png,393631,17,4.0
393631_18.png,393631,18,0.0
393631_19.png,393631,19,4.0
393631_20.png,393631,20,1.0
393631_21.png,393631,21,6.0
393631_22.png,393631,22,5.0
393631_23.png,393631,23,4.0
393631_24.png,393631,24,5.0
393631_25.png,393631,25,5.0
393631_26.png,393631,26,6.0
393631_27.png,393631,27,1.0
393631_28.png,393631,28,1.0
393631_29.png,393631,29,1.0
393631_30.png,393631,30,1.0
393631_31.png,393631,31,6.0
393631_32.png,393631,32,6.0
393631_33.png,393631,33,6.0
393631_34.png,393631,34,6.0
393631_35.png,393631,35,6.0
419987_0.png,419987,0,4.0
419987_1.png,419987,1,2.0
419987_2.png,419987,2,2.0
419987_3.png,419987,3,4.0
419987_4.png,419987,4,1.0
419987_5.png,419987,5,1.0
419987_6.png,419987,6,1.0
419987_7.png,419987,7,0.0
419987_8.png,419987,8,2.0
419987_9.png,419987,9,4.0
419987_10.png,419987,10,6.0
419987_11.png,419987,11,6.0
419987_12.png,419987,12,6.0
419987_13.png,419987,13,6.0
419987_14.png,419987,14,6.0
419987_15.png,419987,15,6.0
419987_16.png,419987,16,6.0
419987_17.png,419987,17,6.0
424596_0.png,424596,0,5.0
424596_1.png,424596,1,2.0
424596_2.png,424596,2,2.0
424596_3.png,424596,3,5.0
424596_4.png,424596,4,2.0
424596_5.png,424596,5,4.0
424596_6.png,424596,6,4.0
424596_7.png,424596,7,2.0
424596_8.png,424596,8,4.0
424596_9.png,424596,9,4.0
424596_10.png,424596,10,4.0
424596_11.png,424596,11,4.0
424596_12.png,424596,12,1.0
424596_13.png,424596,13,1.0
424596_14.png,424596,14,3.0
424596_15.png,424596,15,1.0
424596_16.png,424596,16,1.0
424596_17.png,424596,17,1.0
424596_18.png,424596,18,1.0
424596_19.png,424596,19,1.0
424596_20.png,424596,20,1.0
424596_21.png,424596,21,1.0
424596_22.png,424596,22,0.0
424596_23.png,424596,23,0.0
424596_24.png,424596,24,0.0
424596_25.png,424596,25,0.0
424596_26.png,424596,26,3.0
424596_27.png,424596,27,3.0
424596_28.png,424596,28,6.0
424596_29.png,424596,29,3.0
424596_30.png,424596,30,1.0
424596_31.png,424596,31,3.0
424596_32.png,424596,32,3.0
424596_33.png,424596,33,3.0
424596_34.png,424596,34,3.0
424596_35.png,424596,35,6.0
424596_36.png,424596,36,6.0
424596_37.png,424596,37,6.0
424596_38.png,424596,38,6.0
426326_0.png,426326,0,1.0
426326_1.png,426326,1,0.0
426326_2.png,426326,2,6.0
426326_3.png,426326,3,0.0
426326_4.png,426326,4,6.0
426326_5.png,426326,5,4.0
426326_6.png,426326,6,1.0
426326_7.png,426326,7,6.0
426326_8.png,426326,8,1.0
426326_9.png,426326,9,5.0
426326_10.png,426326,10,1.0
426326_11.png,426326,11,4.0
427077_0.png,427077,0,0.0
427077_1.png,427077,1,4.0
427077_2.png,427077,2,5.0
427077_3.png,427077,3,5.0
427077_4.png,427077,4,5.0
427077_5.png,427077,5,3.0
427077_6.png,427077,6,4.0
427077_7.png,427077,7,2.0
427077_8.png,427077,8,4.0
427077_9.png,427077,9,4.0
427077_10.png,427077,10,4.0
427077_11.png,427077,11,4.0
427077_12.png,427077,12,4.0
427077_13.png,427077,13,5.0
427077_14.png,427077,14,4.0
427077_15.png,427077,15,3.0
427077_16.png,427077,16,1.0
427077_17.png,427077,17,1.0
427077_18.png,427077,18,1.0
427077_19.png,427077,19,1.0
427077_20.png,427077,20,1.0
427077_21.png,427077,21,0.0
427077_22.png,427077,22,0.0
427077_23.png,427077,23,0.0
427077_24.png,427077,24,0.0
427077_25.png,427077,25,3.0
427077_26.png,427077,26,3.0
427077_27.png,427077,27,3.0
427077_28.png,427077,28,3.0
427077_29.png,427077,29,3.0
427077_30.png,427077,30,1.0
427077_31.png,427077,31,6.0
427077_32.png,427077,32,3.0
427077_33.png,427077,33,3.0
427077_34.png,427077,34,6.0
427077_35.png,427077,35,6.0
427077_36.png,427077,36,6.0
427495_0.png,427495,0,1.0
427495_1.png,427495,1,4.0
427495_2.png,427495,2,6.0
427495_3.png,427495,3,0.0
427495_4.png,427495,4,0.0
427495_5.png,427495,5,5.0
427495_6.png,427495,6,6.0
427495_7.png,427495,7,4.0
427495_8.png,427495,8,6.0
427495_9.png,427495,9,1.0
427495_10.png,427495,10,6.0
449556_0.png,449556,0,1.0
449556_1.png,449556,1,1.0
449556_2.png,449556,2,6.0
449556_3.png,449556,3,4.0
449556_4.png,449556,4,2.0
449556_5.png,449556,5,4.0
449556_6.png,449556,6,1.0
449556_7.png,449556,7,0.0
449556_8.png,449556,8,0.0
449556_9.png,449556,9,6.0
449556_10.png,449556,10,0.0
449556_11.png,449556,11,0.0
449556_12.png,449556,12,4.0
449556_13.png,449556,13,4.0
454183_0.png,454183,0,5.0
454183_1.png,454183,1,1.0
454183_2.png,454183,2,6.0
454183_3.png,454183,3,0.0
454183_4.png,454183,4,5.0
454183_5.png,454183,5,4.0
454183_6.png,454183,6,6.0
454183_7.png,454183,7,4.0
454183_8.png,454183,8,4.0
454183_9.png,454183,9,0.0
454183_10.png,454183,10,1.0
454183_11.png,454183,11,4.0
454183_12.png,454183,12,0.0
454183_13.png,454183,13,3.0
454183_14.png,454183,14,3.0
468082_0.png,468082,0,1.0
468082_1.png,468082,1,0.0
468082_2.png,468082,2,1.0
468082_3.png,468082,3,1.0
468082_4.png,468082,4,1.0
468082_5.png,468082,5,1.0
468082_6.png,468082,6,1.0
468082_7.png,468082,7,1.0
468082_8.png,468082,8,1.0
468082_9.png,468082,9,1.0
468082_10.png,468082,10,0.0
468082_11.png,468082,11,0.0
468082_12.png,468082,12,6.0
468082_13.png,468082,13,6.0
468082_14.png,468082,14,6.0
468082_15.png,468082,15,3.0
468082_16.png,468082,16,6.0
468082_17.png,468082,17,6.0
468082_18.png,468082,18,3.0
468082_19.png,468082,19,1.0
522667_0.png,522667,0,2.0
522667_1.png,522667,1,2.0
522667_2.png,522667,2,5.0
522667_3.png,522667,3,2.0
522667_4.png,522667,4,5.0
522667_5.png,522667,5,4.0
522667_6.png,522667,6,5.0
522667_7.png,522667,7,2.0
522667_8.png,522667,8,5.0
522667_9.png,522667,9,4.0
522667_10.png,522667,10,4.0
522667_11.png,522667,11,4.0
522667_12.png,522667,12,0.0
522667_13.png,522667,13,3.0
522667_14.png,522667,14,6.0
522667_15.png,522667,15,1.0
522667_16.png,522667,16,1.0
522667_17.png,522667,17,1.0
522667_18.png,522667,18,1.0
522667_19.png,522667,19,1.0
522667_20.png,522667,20,1.0
522667_21.png,522667,21,0.0
522667_22.png,522667,22,0.0
522667_23.png,522667,23,0.0
522667_24.png,522667,24,0.0
522667_25.png,522667,25,3.0
522667_26.png,522667,26,3.0
522667_27.png,522667,27,3.0
522667_28.png,522667,28,3.0
522667_29.png,522667,29,3.0
522667_30.png,522667,30,3.0
522667_31.png,522667,31,1.0
522667_32.png,522667,32,1.0
522667_33.png,522667,33,6.0
522667_34.png,522667,34,1.0
522667_35.png,522667,35,3.0
522667_36.png,522667,36,6.0
522667_37.png,522667,37,6.0
522667_38.png,522667,38,6.0
526767_0.png,526767,0,1.0
526767_1.png,526767,1,6.0
526767_2.png,526767,2,1.0
526767_3.png,526767,3,0.0
526767_4.png,526767,4,5.0
526767_5.png,526767,5,4.0
526767_6.png,526767,6,1.0
526767_7.png,526767,7,1.0
526767_8.png,526767,8,6.0
526767_9.png,526767,9,3.0
526767_10.png,526767,10,1.0
526767_11.png,526767,11,5.0
526767_12.png,526767,12,6.0
526767_13.png,526767,13,1.0
526767_14.png,526767,14,6.0
526767_15.png,526767,15,5.0
526767_16.png,526767,16,0.0
526767_17.png,526767,17,0.0
526767_18.png,526767,18,6.0
526767_19.png,526767,19,5.0
526767_20.png,526767,20,5.0
526767_21.png,526767,21,0.0
526767_22.png,526767,22,1.0
526767_23.png,526767,23,1.0
526767_24.png,526767,24,6.0
526767_25.png,526767,25,4.0
526767_26.png,526767,26,1.0
526767_27.png,526767,27,4.0
526767_28.png,526767,28,1.0
526767_29.png,526767,29,0.0
526767_30.png,526767,30,6.0
526767_31.png,526767,31,6.0
526767_32.png,526767,32,6.0
526767_33.png,526767,33,6.0
526767_34.png,526767,34,5.0
526767_35.png,526767,35,5.0
526767_36.png,526767,36,5.0
575339_0.png,575339,0,6.0
575339_1.png,575339,1,6.0
587218_0.png,587218,0,5.0
587218_1.png,587218,1,1.0
587218_2.png,587218,2,1.0
587218_3.png,587218,3,6.0
587218_4.png,587218,4,6.0
587218_5.png,587218,5,6.0
587218_6.png,587218,6,6.0
587218_7.png,587218,7,0.0
587218_8.png,587218,8,5.0
587218_9.png,587218,9,2.0
587218_10.png,587218,10,3.0
587218_11.png,587218,11,5.0
587218_12.png,587218,12,5.0
587218_13.png,587218,13,5.0
587218_14.png,587218,14,5.0
587218_15.png,587218,15,4.0
587218_16.png,587218,16,2.0
587218_17.png,587218,17,1.0
587218_18.png,587218,18,6.0
587218_19.png,587218,19,1.0
587218_20.png,587218,20,6.0
587218_21.png,587218,21,5.0
587218_22.png,587218,22,5.0
592840_0.png,592840,0,1.0
592840_1.png,592840,1,1.0
592840_2.png,592840,2,1.0
592840_3.png,592840,3,0.0
592840_4.png,592840,4,0.0
592840_5.png,592840,5,0.0
592840_6.png,592840,6,3.0
592840_7.png,592840,7,1.0
592840_8.png,592840,8,3.0
592840_9.png,592840,9,1.0
610233_0.png,610233,0,4.0
610233_1.png,610233,1,4.0
610233_2.png,610233,2,4.0
610233_3.png,610233,3,5.0
610233_4.png,610233,4,5.0
610233_5.png,610233,5,5.0
610233_6.png,610233,6,1.0
610233_7.png,610233,7,1.0
610233_8.png,610233,8,1.0
610233_9.png,610233,9,1.0
610233_10.png,610233,10,1.0
610233_11.png,610233,11,0.0
610233_12.png,610233,12,0.0
610233_13.png,610233,13,0.0
610233_14.png,610233,14,0.0
610233_15.png,610233,15,0.0
637185_0.png,637185,0,5.0
637185_1.png,637185,1,5.0
637185_2.png,637185,2,5.0
637185_3.png,637185,3,1.0
637185_4.png,637185,4,1.0
637185_5.png,637185,5,1.0
637185_6.png,637185,6,4.0
637185_7.png,637185,7,0.0
637185_8.png,637185,8,0.0
637185_9.png,637185,9,0.0
637185_10.png,637185,10,2.0
637185_11.png,637185,11,6.0
637185_12.png,637185,12,6.0
637185_13.png,637185,13,6.0
637185_14.png,637185,14,6.0
637185_15.png,637185,15,6.0
637185_16.png,637185,16,6.0
637185_17.png,637185,17,6.0
641880_0.png,641880,0,4.0
641880_1.png,641880,1,4.0
641880_2.png,641880,2,4.0
641880_3.png,641880,3,5.0
641880_4.png,641880,4,5.0
641880_5.png,641880,5,1.0
641880_6.png,641880,6,1.0
641880_7.png,641880,7,1.0
641880_8.png,641880,8,6.0
641880_9.png,641880,9,6.0
654589_0.png,654589,0,5.0
654589_1.png,654589,1,5.0
654589_2.png,654589,2,5.0
654589_3.png,654589,3,6.0
654589_4.png,654589,4,6.0
654589_5.png,654589,5,6.0
654589_6.png,654589,6,5.0
654589_7.png,654589,7,4.0
654589_8.png,654589,8,4.0
654589_9.png,654589,9,1.0
654589_10.png,654589,10,1.0
654589_11.png,654589,11,5.0
654589_12.png,654589,12,4.0
654589_13.png,654589,13,4.0
654589_14.png,654589,14,2.0
654589_15.png,654589,15,1.0
654589_16.png,654589,16,1.0
654589_17.png,654589,17,1.0
654589_18.png,654589,18,1.0
654589_19.png,654589,19,1.0
654589_20.png,654589,20,1.0
654589_21.png,654589,21,5.0
654589_22.png,654589,22,6.0
654589_23.png,654589,23,6.0
654589_24.png,654589,24,0.0
654589_25.png,654589,25,0.0
654589_26.png,654589,26,0.0
654589_27.png,654589,27,6.0
654589_28.png,654589,28,6.0
654589_29.png,654589,29,6.0
654589_30.png,654589,30,6.0
654589_31.png,654589,31,6.0
654589_32.png,654589,32,6.0
654589_33.png,654589,33,6.0
654589_34.png,654589,34,2.0
654589_35.png,654589,35,6.0
654589_36.png,654589,36,6.0
654589_37.png,654589,37,6.0
654589_38.png,654589,38,6.0
654589_39.png,654589,39,6.0
654589_40.png,654589,40,6.0
654589_41.png,654589,41,6.0
654589_42.png,654589,42,6.0
654589_43.png,654589,43,6.0
654589_44.png,654589,44,3.0
654589_45.png,654589,45,6.0
654589_46.png,654589,46,6.0
654589_47.png,654589,47,6.0
654589_48.png,654589,48,6.0
654589_49.png,654589,49,6.0
654589_50.png,654589,50,6.0
654589_51.png,654589,51,6.0
654589_52.png,654589,52,6.0
654589_53.png,654589,53,6.0
654589_54.png,654589,54,6.0
654589_55.png,654589,55,6.0
654589_56.png,654589,56,6.0
654589_57.png,654589,57,6.0
654589_58.png,654589,58,6.0
654589_59.png,654589,59,6.0
690119_0.png,690119,0,0.0
690119_1.png,690119,1,4.0
692956_0.png,692956,0,1.0
692956_1.png,692956,1,1.0
692956_2.png,692956,2,6.0
692956_3.png,692956,3,1.0
692956_4.png,692956,4,4.0
692956_5.png,692956,5,0.0
692956_6.png,692956,6,0.0
692956_7.png,692956,7,1.0
692956_8.png,692956,8,0.0
692956_9.png,692956,9,6.0
692956_10.png,692956,10,1.0
692956_11.png,692956,11,1.0
692956_12.png,692956,12,1.0
700142_0.png,700142,0,1.0
700142_1.png,700142,1,4.0
700142_2.png,700142,2,6.0
700142_3.png,700142,3,0.0
700142_4.png,700142,4,4.0
700142_5.png,700142,5,4.0
700142_6.png,700142,6,6.0
700142_7.png,700142,7,2.0
700142_8.png,700142,8,2.0
700142_9.png,700142,9,1.0
700142_10.png,700142,10,1.0
700142_11.png,700142,11,1.0
700142_12.png,700142,12,1.0
700142_13.png,700142,13,1.0
700142_14.png,700142,14,5.0
700142_15.png,700142,15,1.0
700142_16.png,700142,16,0.0
700142_17.png,700142,17,0.0
700142_18.png,700142,18,0.0
700142_19.png,700142,19,3.0
700142_20.png,700142,20,6.0
700142_21.png,700142,21,6.0
700142_22.png,700142,22,6.0
700142_23.png,700142,23,6.0
700142_24.png,700142,24,6.0
700142_25.png,700142,25,6.0
700142_26.png,700142,26,6.0
700142_27.png,700142,27,4.0
700142_28.png,700142,28,6.0
700142_29.png,700142,29,6.0
700142_30.png,700142,30,1.0
700142_31.png,700142,31,1.0
700142_32.png,700142,32,6.0
700142_33.png,700142,33,2.0
700142_34.png,700142,34,6.0
700193_0.png,700193,0,2.0
700193_1.png,700193,1,6.0
700193_2.png,700193,2,1.0
700193_3.png,700193,3,1.0
700193_4.png,700193,4,6.0
700193_5.png,700193,5,6.0
700193_6.png,700193,6,1.0
700193_7.png,700193,7,6.0
726011_0.png,726011,0,1.0
726011_1.png,726011,1,5.0
726011_2.png,726011,2,2.0
726011_3.png,726011,3,5.0
726011_4.png,726011,4,2.0
726011_5.png,726011,5,4.0
726011_6.png,726011,6,1.0
726011_7.png,726011,7,1.0
726011_8.png,726011,8,0.0
726011_9.png,726011,9,0.0
726011_10.png,726011,10,5.0
726011_11.png,726011,11,0.0
726011_12.png,726011,12,5.0
726011_13.png,726011,13,4.0
726011_14.png,726011,14,1.0
726011_15.png,726011,15,1.0
726011_16.png,726011,16,0.0
726011_17.png,726011,17,6.0
726011_18.png,726011,18,4.0
726011_19.png,726011,19,4.0
726011_20.png,726011,20,4.0
726011_21.png,726011,21,5.0
726011_22.png,726011,22,1.0
726011_23.png,726011,23,1.0
726011_24.png,726011,24,1.0
726011_25.png,726011,25,0.0
726011_26.png,726011,26,6.0
726011_27.png,726011,27,6.0
726011_28.png,726011,28,6.0
726011_29.png,726011,29,6.0
726011_30.png,726011,30,6.0
726011_31.png,726011,31,6.0
726075_0.png,726075,0,1.0
726075_1.png,726075,1,5.0
726075_2.png,726075,2,4.0
726075_3.png,726075,3,1.0
726075_4.png,726075,4,1.0
