,img_path,label,id,img_no,categorical_label
94,302634_8.png,others,302634,8,7
95,302634_9.png,others,302634,9,7
96,302634_11.png,bathroom,302634,11,1
97,302634_13.png,others,302634,13,7
98,302634_14.png,others,302634,14,7
99,315698_3.png,living,315698,3,6
100,315698_4.png,balcony,315698,4,0
101,315698_6.png,bathroom,315698,6,1
102,315698_10.png,others,315698,10,7
103,386860_0.png,living,386860,0,6
104,386860_2.png,living,386860,2,6
105,386860_3.png,dining,386860,3,3
106,386860_4.png,hallway,386860,4,4
107,386860_5.png,living,386860,5,6
108,386860_6.png,bedroom,386860,6,2
109,386860_7.png,bedroom,386860,7,2
110,386860_8.png,bedroom,386860,8,2
111,386860_9.png,bedroom,386860,9,2
112,386860_10.png,bedroom,386860,10,2
113,386860_11.png,bathroom,386860,11,1
114,386860_13.png,bathroom,386860,13,1
115,386860_14.png,bathroom,386860,14,1
116,386860_16.png,bedroom,386860,16,2
117,386860_16.png,kitchen,386860,16,5
118,386860_21.png,bedroom,386860,21,2
119,386860_22.png,others,386860,22,7
120,393631_2.png,living,393631,2,6
121,393631_3.png,dining,393631,3,3
122,393631_5.png,bedroom,393631,5,2
123,393631_9.png,bedroom,393631,9,2
124,393631_10.png,bedroom,393631,10,2
125,393631_13.png,hallway,393631,13,4
126,393631_14.png,bathroom,393631,14,1
127,393631_15.png,bathroom,393631,15,1
128,393631_16.png,bathroom,393631,16,1
129,393631_25.png,living,393631,25,6
130,393631_31.png,others,393631,31,7
131,393631_32.png,others,393631,32,7
132,393631_33.png,others,393631,33,7
133,393631_34.png,others,393631,34,7
134,419987_1.png,dining,419987,1,3
135,419987_3.png,kitchen,419987,3,5
136,419987_3.png,living,419987,3,6
137,419987_4.png,bedroom,419987,4,2
138,419987_5.png,bedroom,419987,5,2
139,419987_6.png,bedroom,419987,6,2
140,419987_7.png,bathroom,419987,7,1
141,419987_8.png,dining,419987,8,3
142,419987_9.png,living,419987,9,6
143,419987_10.png,others,419987,10,7
144,419987_11.png,others,419987,11,7
145,424596_5.png,kitchen,424596,5,5
146,424596_5.png,dining,424596,5,3
147,424596_7.png,dining,424596,7,3
148,424596_12.png,kitchen,424596,12,5
149,424596_12.png,bathroom,424596,12,1
150,424596_21.png,bedroom,424596,21,2
151,424596_22.png,bathroom,424596,22,1
152,424596_23.png,bathroom,424596,23,1
153,424596_24.png,bathroom,424596,24,1
154,424596_25.png,bathroom,424596,25,1
155,424596_26.png,hallway,424596,26,4
156,424596_27.png,hallway,424596,27,4
157,424596_29.png,hallway,424596,29,4
158,424596_31.png,hallway,424596,31,4
159,424596_35.png,others,424596,35,7
160,424596_36.png,others,424596,36,7
161,427077_19.png,bedroom,427077,19,2
162,427077_20.png,bedroom,427077,20,2
163,427077_21.png,bathroom,427077,21,1
164,427077_22.png,bathroom,427077,22,1
165,427077_24.png,bathroom,427077,24,1
166,427077_25.png,hallway,427077,25,4
167,427077_26.png,hallway,427077,26,4
168,427077_27.png,hallway,427077,27,4
169,427077_28.png,hallway,427077,28,4
170,427077_29.png,hallway,427077,29,4
171,427077_35.png,others,427077,35,7
172,427077_36.png,others,427077,36,7
173,427495_0.png,bedroom,427495,0,2
174,427495_1.png,bedroom,427495,1,2
175,454183_12.png,bathroom,454183,12,1
176,468082_0.png,bedroom,468082,0,2
177,468082_2.png,bedroom,468082,2,2
178,468082_3.png,bedroom,468082,3,2
179,468082_4.png,bedroom,468082,4,2
180,468082_5.png,bedroom,468082,5,2
181,468082_6.png,bedroom,468082,6,2
182,468082_8.png,bedroom,468082,8,2
183,468082_9.png,bedroom,468082,9,2
184,468082_12.png,others,468082,12,7
185,468082_14.png,others,468082,14,7
186,468082_15.png,others,468082,15,7
187,468082_18.png,hallway,468082,18,4
188,468082_19.png,bedroom,468082,19,2
189,526767_0.png,bedroom,526767,0,2
190,526767_6.png,bedroom,526767,6,2
191,526767_10.png,bedroom,526767,10,2
192,526767_12.png,others,526767,12,7
193,526767_13.png,bedroom,526767,13,2
194,526767_33.png,others,526767,33,7
195,592840_0.png,bedroom,592840,0,2
196,592840_1.png,bedroom,592840,1,2
197,592840_2.png,bedroom,592840,2,2
198,592840_7.png,bedroom,592840,7,2
199,610233_3.png,living,610233,3,6
200,610233_4.png,living,610233,4,6
201,610233_5.png,living,610233,5,6
202,610233_6.png,bedroom,610233,6,2
203,610233_7.png,bedroom,610233,7,2
204,610233_8.png,bedroom,610233,8,2
205,610233_9.png,bedroom,610233,9,2
206,610233_10.png,bedroom,610233,10,2
207,610233_11.png,bathroom,610233,11,1
208,610233_12.png,bathroom,610233,12,1
209,610233_13.png,bathroom,610233,13,1
210,610233_14.png,bathroom,610233,14,1
211,610233_15.png,bathroom,610233,15,1
212,641880_1.png,kitchen,641880,1,5
213,641880_1.png,dining,641880,1,3
214,641880_5.png,bedroom,641880,5,2
215,641880_6.png,bedroom,641880,6,2
216,641880_7.png,bedroom,641880,7,2
217,641880_9.png,balcony,641880,9,0
218,654589_5.png,others,654589,5,7
219,654589_24.png,bathroom,654589,24,1
220,654589_27.png,others,654589,27,7
221,654589_29.png,others,654589,29,7
222,654589_31.png,others,654589,31,7
223,654589_33.png,others,654589,33,7
224,654589_37.png,others,654589,37,7
225,654589_38.png,others,654589,38,7
226,654589_40.png,others,654589,40,7
227,690119_0.png,others,690119,0,7
228,690119_1.png,others,690119,1,7
229,692956_0.png,bedroom,692956,0,2
230,692956_1.png,bedroom,692956,1,2
231,692956_3.png,bedroom,692956,3,2
232,692956_6.png,bathroom,692956,6,1
233,692956_10.png,bedroom,692956,10,2
234,692956_11.png,bedroom,692956,11,2
235,692956_12.png,dining,692956,12,3
236,700142_26.png,others,700142,26,7
237,700142_30.png,bedroom,700142,30,2
238,700142_31.png,bedroom,700142,31,2
239,700142_34.png,others,700142,34,7
240,726011_5.png,kitchen,726011,5,5
241,726011_5.png,dining,726011,5,3
242,726011_6.png,bedroom,726011,6,2
243,726011_7.png,bedroom,726011,7,2
244,726011_24.png,bedroom,726011,24,2
245,726011_25.png,bathroom,726011,25,1
246,726075_0.png,bedroom,726075,0,2
247,726075_1.png,living,726075,1,6
248,726075_3.png,bedroom,726075,3,2
249,726075_4.png,bedroom,726075,4,2
250,742656_0.png,bedroom,742656,0,2
251,742656_1.png,bedroom,742656,1,2
252,742656_2.png,bedroom,742656,2,2
253,742656_10.png,bedroom,742656,10,2
254,742656_18.png,hallway,742656,18,4
255,742656_22.png,bedroom,742656,22,2
256,742656_39.png,others,742656,39,7
257,747284_1.png,dining,747284,1,3
258,747284_5.png,dining,747284,5,3
259,747284_6.png,bedroom,747284,6,2
260,747284_7.png,bedroom,747284,7,2
261,747284_8.png,bedroom,747284,8,2
262,747284_9.png,bedroom,747284,9,2
263,747284_10.png,bedroom,747284,10,2
264,747284_11.png,bedroom,747284,11,2
265,747284_17.png,bathroom,747284,17,1
266,747284_18.png,hallway,747284,18,4
267,747284_19.png,balcony,747284,19,0
268,816039_0.png,kitchen,816039,0,5
269,816039_0.png,living,816039,0,6
270,816039_2.png,living,816039,2,6
271,816039_13.png,bedroom,816039,13,2
272,816039_17.png,others,816039,17,7
273,816039_24.png,hallway,816039,24,4
274,816039_27.png,hallway,816039,27,4
275,816039_28.png,others,816039,28,7
276,872539_3.png,bedroom,872539,3,2
277,939866_10.png,others,939866,10,7
278,939866_12.png,bathroom,939866,12,1
279,939866_13.png,others,939866,13,7
280,939866_17.png,bedroom,939866,17,2
281,939866_18.png,bathroom,939866,18,1
282,939866_19.png,bedroom,939866,19,2
283,939866_26.png,others,939866,26,7
284,939866_28.png,hallway,939866,28,4
285,990212_0.png,kitchen,990212,0,5
286,990212_0.png,dining,990212,0,3
287,990212_1.png,others,990212,1,7
288,990212_2.png,others,990212,2,7
289,990212_3.png,kitchen,990212,3,5
290,990212_3.png,dining,990212,3,3
291,990212_4.png,kitchen,990212,4,5
292,990212_4.png,dining,990212,4,3
293,990212_5.png,kitchen,990212,5,5
294,990212_5.png,living,990212,5,6
295,990212_6.png,others,990212,6,7
296,990212_7.png,others,990212,7,7
297,990212_8.png,bedroom,990212,8,2
298,990212_9.png,bedroom,990212,9,2
299,990212_10.png,bedroom,990212,10,2
300,990212_11.png,bedroom,990212,11,2
301,990212_12.png,bathroom,990212,12,1
302,990212_13.png,bathroom,990212,13,1
303,990212_14.png,hallway,990212,14,4
304,990212_15.png,others,990212,15,7
305,990300_0.png,living,990300,0,6
306,990300_1.png,living,990300,1,6
307,990300_2.png,living,990300,2,6
308,990300_4.png,others,990300,4,7
309,990300_5.png,others,990300,5,7
310,990300_6.png,others,990300,6,7
311,990300_7.png,others,990300,7,7
312,990300_8.png,others,990300,8,7
313,990300_9.png,bedroom,990300,9,2
314,990300_10.png,bedroom,990300,10,2
315,990300_11.png,bedroom,990300,11,2
316,990300_12.png,bedroom,990300,12,2
317,990300_13.png,bedroom,990300,13,2
318,990300_14.png,bedroom,990300,14,2
319,990300_15.png,bathroom,990300,15,1
320,990300_20.png,dining,990300,20,3
321,990300_21.png,dining,990300,21,3
322,998407_0.png,bedroom,998407,0,2
323,998407_3.png,bedroom,998407,3,2
324,998407_5.png,others,998407,5,7
325,998407_7.png,bathroom,998407,7,1
326,998407_13.png,bathroom,998407,13,1
327,999963_1.png,others,999963,1,7
328,999963_4.png,dining,999963,4,3
329,999963_5.png,dining,999963,5,3
330,999963_6.png,dining,999963,6,3
331,999963_9.png,bedroom,999963,9,2
332,999963_10.png,bedroom,999963,10,2
333,999963_11.png,bedroom,999963,11,2
334,999963_16.png,bathroom,999963,16,1
335,999963_17.png,bathroom,999963,17,1
336,999963_18.png,bedroom,999963,18,2
337,999963_19.png,hallway,999963,19,4
338,999963_23.png,others,999963,23,7
339,999963_25.png,others,999963,25,7
340,1076634_8.png,bedroom,1076634,8,2
341,1076634_9.png,bedroom,1076634,9,2
342,1173029_13.png,bedroom,1173029,13,2
343,1173029_13.png,kitchen,1173029,13,5
344,1173029_16.png,bedroom,1173029,16,2
345,1173029_19.png,bedroom,1173029,19,2
346,1173029_20.png,bedroom,1173029,20,2
347,1173029_21.png,bedroom,1173029,21,2
348,1173029_24.png,bathroom,1173029,24,1
349,1173029_25.png,kitchen,1173029,25,5
350,1173029_25.png,dining,1173029,25,3
351,1173029_28.png,bedroom,1173029,28,2
352,1173029_28.png,kitchen,1173029,28,5
353,1173029_30.png,bathroom,1173029,30,1
354,1173029_31.png,bathroom,1173029,31,1
355,1173029_36.png,others,1173029,36,7
356,1207950_0.png,others,1207950,0,7
357,1207950_9.png,others,1207950,9,7
358,1207950_10.png,bedroom,1207950,10,2
359,1207950_11.png,bedroom,1207950,11,2
360,1207950_12.png,bedroom,1207950,12,2
361,1207950_13.png,bedroom,1207950,13,2
362,1207950_14.png,bedroom,1207950,14,2
363,1207950_15.png,bedroom,1207950,15,2
364,1207950_16.png,bedroom,1207950,16,2
365,1207950_17.png,bedroom,1207950,17,2
366,1207950_18.png,bedroom,1207950,18,2
367,1207950_19.png,bedroom,1207950,19,2
368,1207950_20.png,bedroom,1207950,20,2
369,1207950_21.png,bathroom,1207950,21,1
370,1207950_22.png,bathroom,1207950,22,1
371,1207950_29.png,others,1207950,29,7
372,1270261_2.png,bedroom,1270261,2,2
373,1296492_3.png,bathroom,1296492,3,1
374,1296492_4.png,bedroom,1296492,4,2
375,1341478_28.png,bedroom,1341478,28,2
376,1364560_1.png,bedroom,1364560,1,2
377,1364560_2.png,bedroom,1364560,2,2
378,1364560_7.png,kitchen,1364560,7,5
379,1364560_7.png,dining,1364560,7,3
380,1364560_9.png,bathroom,1364560,9,1
381,1364560_11.png,bedroom,1364560,11,2
382,1364560_15.png,others,1364560,15,7
383,1364560_16.png,others,1364560,16,7
384,1364560_17.png,others,1364560,17,7
385,1407832_7.png,bedroom,1407832,7,2
386,1407832_8.png,bathroom,1407832,8,1
387,1407832_9.png,bedroom,1407832,9,2
388,1407832_10.png,bathroom,1407832,10,1
389,1407832_11.png,bedroom,1407832,11,2
390,1407832_12.png,bedroom,1407832,12,2
391,1407832_13.png,bedroom,1407832,13,2
392,1407832_14.png,bedroom,1407832,14,2
393,1407832_15.png,bedroom,1407832,15,2
394,1407832_16.png,bathroom,1407832,16,1
395,1407832_18.png,bathroom,1407832,18,1
396,1407832_20.png,others,1407832,20,7
397,1407832_23.png,hallway,1407832,23,4
398,1407832_24.png,others,1407832,24,7
399,1407832_25.png,others,1407832,25,7
400,1407832_27.png,others,1407832,27,7
401,1407832_28.png,others,1407832,28,7
402,1407832_29.png,others,1407832,29,7
403,1447994_3.png,bathroom,1447994,3,1
404,1447994_4.png,living,1447994,4,6
405,1447994_5.png,living,1447994,5,6
406,1447994_7.png,hallway,1447994,7,4
407,1466234_8.png,bedroom,1466234,8,2
408,1466234_9.png,dining,1466234,9,3
409,1466234_10.png,bedroom,1466234,10,2
410,1466234_11.png,dining,1466234,11,3
411,1466234_13.png,others,1466234,13,7
412,1466234_14.png,bathroom,1466234,14,1
413,1466234_18.png,dining,1466234,18,3
414,1466234_21.png,others,1466234,21,7
415,1466234_22.png,others,1466234,22,7
416,1466234_25.png,others,1466234,25,7
417,1466234_28.png,others,1466234,28,7
418,1466234_30.png,others,1466234,30,7
419,1500892_11.png,others,1500892,11,7
420,1520036_12.png,bedroom,1520036,12,2
421,1520036_14.png,bedroom,1520036,14,2
422,1520036_16.png,bathroom,1520036,16,1
423,1559929_0.png,others,1559929,0,7
424,1559929_1.png,bedroom,1559929,1,2
425,1559929_2.png,bedroom,1559929,2,2
426,1559929_3.png,hallway,1559929,3,4
427,1559929_5.png,living,1559929,5,6
428,1559929_6.png,others,1559929,6,7
429,1559929_7.png,bathroom,1559929,7,1
430,1563134_1.png,others,1563134,1,7
431,1563134_12.png,others,1563134,12,7
432,1582908_1.png,living,1582908,1,6
433,1582908_4.png,bedroom,1582908,4,2
434,1582908_7.png,bedroom,1582908,7,2
435,1582908_8.png,hallway,1582908,8,4
436,1582908_9.png,bathroom,1582908,9,1
437,1582908_10.png,others,1582908,10,7
438,1600779_0.png,others,1600779,0,7
439,1600779_3.png,living,1600779,3,6
440,1600779_5.png,others,1600779,5,7
441,1600779_6.png,hallway,1600779,6,4
442,1600779_8.png,bathroom,1600779,8,1
443,1612700_1.png,bathroom,1612700,1,1
444,1612700_2.png,bathroom,1612700,2,1
445,1717912_0.png,bedroom,1717912,0,2
446,1717912_1.png,bedroom,1717912,1,2
447,1717912_5.png,bedroom,1717912,5,2
448,1717912_6.png,bedroom,1717912,6,2
449,1717912_7.png,bedroom,1717912,7,2
450,1717912_8.png,bedroom,1717912,8,2
451,1717912_9.png,kitchen,1717912,9,5
452,1717912_9.png,others,1717912,9,7
453,1717912_10.png,kitchen,1717912,10,5
454,1717912_10.png,others,1717912,10,7
455,1717912_12.png,hallway,1717912,12,4
456,1717912_14.png,bathroom,1717912,14,1
457,1717912_15.png,bathroom,1717912,15,1
458,1717912_17.png,others,1717912,17,7
459,1717912_19.png,others,1717912,19,7
460,1717912_20.png,living,1717912,20,6
461,1860001_4.png,others,1860001,4,7
462,1906221_1.png,living,1906221,1,6
463,1906221_8.png,kitchen,1906221,8,5
464,1906221_8.png,living,1906221,8,6
465,1906221_9.png,living,1906221,9,6
466,1906221_10.png,living,1906221,10,6
467,1906221_12.png,bathroom,1906221,12,1
468,1906221_14.png,bathroom,1906221,14,1
469,1906221_17.png,balcony,1906221,17,0
470,1906221_28.png,others,1906221,28,7
471,1906221_29.png,others,1906221,29,7
472,1929739_0.png,living,1929739,0,6
473,1929739_2.png,living,1929739,2,6
474,1929739_3.png,living,1929739,3,6
475,1929739_4.png,living,1929739,4,6
476,1929739_5.png,living,1929739,5,6
477,1929739_11.png,bedroom,1929739,11,2
478,1929739_12.png,bathroom,1929739,12,1
479,1929739_14.png,bathroom,1929739,14,1
480,1929739_15.png,bedroom,1929739,15,2
481,1929739_16.png,bathroom,1929739,16,1
482,1929739_17.png,bedroom,1929739,17,2
483,1929739_18.png,bedroom,1929739,18,2
484,1929739_19.png,bedroom,1929739,19,2
485,1929739_20.png,balcony,1929739,20,0
486,1929739_30.png,others,1929739,30,7
487,1929739_31.png,others,1929739,31,7
488,1943366_1.png,living,1943366,1,6
489,1943366_2.png,living,1943366,2,6
490,1943366_3.png,kitchen,1943366,3,5
491,1943366_3.png,living,1943366,3,6
492,1943366_8.png,kitchen,1943366,8,5
493,1943366_8.png,living,1943366,8,6
494,1943366_9.png,others,1943366,9,7
495,1943366_12.png,bedroom,1943366,12,2
496,1943366_15.png,bedroom,1943366,15,2
497,1943366_16.png,bedroom,1943366,16,2
498,1943366_17.png,bedroom,1943366,17,2
499,1943366_19.png,bathroom,1943366,19,1
500,1963074_1.png,bedroom,1963074,1,2
501,1963074_2.png,bedroom,1963074,2,2
502,1963074_3.png,bathroom,1963074,3,1
503,1963074_5.png,bathroom,1963074,5,1
504,1963074_6.png,bathroom,1963074,6,1
505,1963074_7.png,others,1963074,7,7
506,1963074_8.png,others,1963074,8,7
507,1963074_9.png,others,1963074,9,7
508,1973276_0.png,kitchen,1973276,0,5
509,1973276_0.png,dining,1973276,0,3
510,1973276_1.png,hallway,1973276,1,4
511,1973276_2.png,bedroom,1973276,2,2
512,1973276_3.png,others,1973276,3,7
513,1973276_4.png,living,1973276,4,6
514,1973276_5.png,living,1973276,5,6
515,1973276_6.png,living,1973276,6,6
516,1973276_7.png,living,1973276,7,6
517,1973276_11.png,bedroom,1973276,11,2
518,1973276_12.png,bedroom,1973276,12,2
519,1973276_14.png,bedroom,1973276,14,2
520,1973276_15.png,bedroom,1973276,15,2
521,1973276_16.png,bedroom,1973276,16,2
522,1973276_18.png,bedroom,1973276,18,2
523,1973276_19.png,bedroom,1973276,19,2
524,1973276_20.png,bathroom,1973276,20,1
525,1973276_21.png,bathroom,1973276,21,1
526,1973276_22.png,bathroom,1973276,22,1
527,1973276_23.png,bathroom,1973276,23,1
528,1973276_27.png,others,1973276,27,7
529,1973276_28.png,others,1973276,28,7
530,1973276_29.png,others,1973276,29,7
531,2026810_6.png,bedroom,2026810,6,2
532,2026810_19.png,bathroom,2026810,19,1
533,2026810_20.png,bathroom,2026810,20,1
534,2026810_25.png,hallway,2026810,25,4
535,2026810_26.png,bathroom,2026810,26,1
536,2084913_1.png,bedroom,2084913,1,2
537,2084913_9.png,bathroom,2084913,9,1
538,2084913_10.png,bathroom,2084913,10,1
539,2084913_19.png,bathroom,2084913,19,1
540,2084913_23.png,balcony,2084913,23,0
541,2142451_1.png,bedroom,2142451,1,2
542,2142451_2.png,hallway,2142451,2,4
543,2142451_3.png,bathroom,2142451,3,1
544,2142451_6.png,dining,2142451,6,3
545,2142451_8.png,bedroom,2142451,8,2
546,2142451_9.png,others,2142451,9,7
547,2142451_10.png,bedroom,2142451,10,2
548,2162973_0.png,living,2162973,0,6
549,2162973_2.png,living,2162973,2,6
550,2162973_9.png,bathroom,2162973,9,1
551,2162973_10.png,others,2162973,10,7
552,2162973_12.png,bedroom,2162973,12,2
553,2162973_13.png,others,2162973,13,7
554,2162973_14.png,bedroom,2162973,14,2
555,2162973_15.png,bedroom,2162973,15,2
556,2164444_11.png,others,2164444,11,7
557,2165074_0.png,living,2165074,0,6
558,2165074_1.png,living,2165074,1,6
559,2165074_3.png,living,2165074,3,6
560,2165074_6.png,living,2165074,6,6
561,2165074_8.png,living,2165074,8,6
562,2165074_9.png,living,2165074,9,6
563,2165074_11.png,living,2165074,11,6
564,2165074_12.png,living,2165074,12,6
565,2165074_14.png,living,2165074,14,6
566,2165074_15.png,living,2165074,15,6
567,2165074_16.png,living,2165074,16,6
568,2165074_20.png,bedroom,2165074,20,2
569,2165074_22.png,bathroom,2165074,22,1
570,2165074_24.png,dining,2165074,24,3
571,2165074_25.png,dining,2165074,25,3
572,2165074_26.png,dining,2165074,26,3
573,2165074_27.png,others,2165074,27,7
574,2165074_29.png,others,2165074,29,7
575,2165074_30.png,others,2165074,30,7
576,2165074_31.png,others,2165074,31,7
577,2165074_32.png,others,2165074,32,7
578,2202076_0.png,bathroom,2202076,0,1
579,2202076_2.png,bedroom,2202076,2,2
580,2202076_4.png,living,2202076,4,6
581,2202076_5.png,living,2202076,5,6
582,2202076_9.png,others,2202076,9,7
583,2215722_1.png,living,2215722,1,6
584,2295609_9.png,bedroom,2295609,9,2
585,2295609_15.png,bathroom,2295609,15,1
586,2320387_0.png,bedroom,2320387,0,2
587,2320387_1.png,bedroom,2320387,1,2
588,2320387_2.png,bedroom,2320387,2,2
589,2320387_4.png,bedroom,2320387,4,2
590,2320387_5.png,bedroom,2320387,5,2
591,2320387_9.png,bedroom,2320387,9,2
592,2320387_15.png,bathroom,2320387,15,1
593,2320387_16.png,bathroom,2320387,16,1
594,2320387_17.png,bathroom,2320387,17,1
595,2350540_0.png,others,2350540,0,7
596,2350540_1.png,kitchen,2350540,1,5
597,2350540_1.png,others,2350540,1,7
598,2350540_2.png,living,2350540,2,6
599,2350540_3.png,kitchen,2350540,3,5
600,2350540_3.png,dining,2350540,3,3
601,2350540_6.png,bathroom,2350540,6,1
602,2350540_7.png,bedroom,2350540,7,2
603,2350540_11.png,hallway,2350540,11,4
604,2350540_12.png,bedroom,2350540,12,2
605,2350540_13.png,bathroom,2350540,13,1
606,2350540_14.png,others,2350540,14,7
607,2372993_1.png,living,2372993,1,6
608,2372993_2.png,balcony,2372993,2,0
609,2372993_4.png,living,2372993,4,6
610,2372993_5.png,bedroom,2372993,5,2
611,2372993_6.png,bedroom,2372993,6,2
612,2372993_10.png,balcony,2372993,10,0
613,2372993_11.png,living,2372993,11,6
614,2372993_12.png,kitchen,2372993,12,5
615,2372993_12.png,living,2372993,12,6
616,2372993_14.png,bedroom,2372993,14,2
617,2372993_15.png,bedroom,2372993,15,2
618,2372993_18.png,bedroom,2372993,18,2
619,2372993_22.png,balcony,2372993,22,0
620,2372993_24.png,bathroom,2372993,24,1
621,2372993_25.png,others,2372993,25,7
622,2372993_30.png,balcony,2372993,30,0
623,2372993_31.png,bathroom,2372993,31,1
624,2372993_33.png,balcony,2372993,33,0
625,2385640_0.png,others,2385640,0,7
626,2385640_1.png,bedroom,2385640,1,2
627,2385640_2.png,dining,2385640,2,3
628,2385640_4.png,kitchen,2385640,4,5
629,2385640_4.png,dining,2385640,4,3
630,2385640_5.png,others,2385640,5,7
631,2385640_6.png,others,2385640,6,7
632,2385640_10.png,others,2385640,10,7
633,2385640_13.png,dining,2385640,13,3
634,2385640_15.png,hallway,2385640,15,4
635,2385640_16.png,bathroom,2385640,16,1
636,2385640_18.png,bedroom,2385640,18,2
637,2385640_20.png,bedroom,2385640,20,2
638,2385640_22.png,others,2385640,22,7
639,2385640_24.png,hallway,2385640,24,4
640,2415104_2.png,hallway,2415104,2,4
641,2415104_3.png,others,2415104,3,7
642,2415104_10.png,bedroom,2415104,10,2
643,2415104_11.png,bedroom,2415104,11,2
644,2415104_12.png,bedroom,2415104,12,2
645,2415104_14.png,bathroom,2415104,14,1
646,2415104_16.png,others,2415104,16,7
647,2415104_20.png,others,2415104,20,7
648,2415104_21.png,others,2415104,21,7
649,2415104_22.png,others,2415104,22,7
650,2427857_26.png,bedroom,2427857,26,2
651,2471794_0.png,living,2471794,0,6
652,2471794_1.png,living,2471794,1,6
653,2471794_5.png,bedroom,2471794,5,2
654,2471794_6.png,bedroom,2471794,6,2
655,2471794_7.png,bedroom,2471794,7,2
656,2471794_8.png,bedroom,2471794,8,2
657,2471794_9.png,bedroom,2471794,9,2
658,2471794_12.png,hallway,2471794,12,4
659,2471794_13.png,hallway,2471794,13,4
660,2471794_14.png,others,2471794,14,7
661,2538861_2.png,balcony,2538861,2,0
662,2538861_5.png,bedroom,2538861,5,2
663,2538861_6.png,bedroom,2538861,6,2
664,2574203_21.png,others,2574203,21,7
665,2642164_4.png,others,2642164,4,7
666,2642164_10.png,bedroom,2642164,10,2
667,2642164_18.png,hallway,2642164,18,4
668,2642164_19.png,others,2642164,19,7
669,2642164_20.png,others,2642164,20,7
670,2647405_0.png,bedroom,2647405,0,2
671,2647405_1.png,living,2647405,1,6
